Problem,Feedback,n,Block,Ha,pHa,La,Hb,pHb,Lb,LotShapeB,LotNumB,Amb,Corr,bRate,bRate_std,EVA,LotShapeA,LotNumA
2998,True,17,2,74,0.05,25,62,0.2,12,-,1,0,0,0.3647058823529412,0.3823303160726799,5,R-skew,8
2999,True,32,5,28,1.0,28,55,0.4,4,-,1,0,0,0.5374999999999999,0.3535533905932738,30,-,1
3000,True,17,2,9,0.95,9,48,0.1,-2,R-skew,4,0,0,0.3176470588235294,0.3940737464575112,25,-,1
3001,True,17,4,78,0.25,10,71,0.2,4,-,1,0,0,0.1529411764705882,0.1940285000290664,-5,L-skew,4
3002,True,16,3,39,0.75,-49,32,0.5,-3,-,1,0,0,0.4375,0.4573474244670747,19,-,1
3003,True,15,5,30,0.9,-24,60,0.6,-14,L-skew,2,0,0,0.4133333333333333,0.3888934240098375,25,-,1
3004,True,19,2,-1,0.6,-14,20,0.6,-34,Symm,8,0,0,0.8210526315789475,0.2572913337237707,-8,Symm,7
3005,True,16,4,27,0.1,-5,-2,1.0,-2,-,1,0,0,0.3750000000000001,0.3642343567906063,-10,-,1
3006,True,18,5,60,0.4,8,41,0.2,27,-,1,0,0,0.5444444444444445,0.3275977128093365,20,Symm,7
3007,True,16,3,58,0.01,1,49,0.2,-4,-,1,1,0,0.4875,0.393064880140671,7,-,1
3008,True,20,4,20,0.2,-9,-3,1.0,-3,-,1,0,0,0.22,0.2966479394838265,26,L-skew,3
3009,True,16,4,26,1.0,26,56,0.5,-15,-,1,0,0,0.3375000000000001,0.3630886025935451,22,-,1
3010,True,16,4,41,0.4,16,48,0.2,17,-,1,1,0,0.45,0.3829708431025353,4,-,1
3011,True,16,2,25,1.0,25,36,0.1,20,-,1,0,0,0.4375,0.3593976442141304,-6,-,1
3012,True,18,4,25,0.8,-12,18,1.0,18,Symm,6,0,0,0.4333333333333333,0.4072865734850297,7,-,1
3013,True,16,3,17,1.0,17,48,0.5,-9,L-skew,6,1,0,0.5750000000000001,0.3492849839314596,28,L-skew,4
3014,True,16,5,-6,1.0,-6,56,0.25,-27,-,1,1,0,0.5874999999999998,0.2680174123696692,-4,R-skew,2
3015,True,16,5,1,1.0,1,62,0.1,-4,Symm,8,0,0,0.375,0.3785938897200182,15,-,1
3016,False,15,1,10,1.0,10,37,0.1,3,-,1,1,0,0.7333333333333333,0.3518657752744984,10,-,1
3016,True,32,3,10,1.0,10,37,0.1,3,-,1,1,0,0.5437500000000001,0.3416633883923502,10,-,1
3017,True,16,3,-2,0.99,-2,41,0.01,2,-,1,0,0,0.95,0.1154700538379251,7,-,1
3018,True,18,2,-2,1.0,-2,36,0.2,-7,R-skew,4,0,0,0.5777777777777778,0.3622731428982274,21,L-skew,3
3019,True,16,2,5,0.8,-1,84,0.05,-9,R-skew,6,0,-1,0.2625,0.2604483314082341,7,L-skew,6
3020,True,16,5,-1,1.0,-1,32,0.2,-3,Symm,6,0,0,0.7625000000000001,0.3201562118716424,26,-,1
3021,True,16,4,83,0.2,15,45,0.1,24,-,1,0,0,0.5875,0.3827531841800928,15,-,1
3022,False,16,1,27,1.0,27,85,0.5,-1,-,1,1,0,0.5284090909090909,0.3806746946416269,-3,-,1
3022,True,16,4,27,1.0,27,85,0.5,-1,-,1,1,0,0.4375,0.3667424164178449,17,-,1
3023,True,16,3,25,1.0,25,57,0.6,-41,Symm,2,0,0,0.3250000000000001,0.3255764119219941,17,-,1
3024,False,17,1,69,0.25,1,36,0.75,-4,-,1,0,0,0.3411764705882353,0.4402539374176734,-7,-,1
3025,True,16,4,11,1.0,11,37,0.05,12,R-skew,4,0,0,0.7374999999999999,0.3774917217635376,23,R-skew,3
3026,False,16,1,30,0.8,-3,28,0.9,-3,R-skew,5,0,-1,0.4875,0.399791612384919,28,-,1
3027,True,17,5,22,1.0,22,54,0.25,20,L-skew,2,0,0,0.8117647058823528,0.3038962671315174,27,-,1
3028,True,16,5,16,1.0,16,38,0.4,13,-,1,0,0,0.575,0.3785938897200183,13,-,1
3029,True,17,5,20,1.0,20,66,0.1,14,-,1,1,0,0.6705882352941177,0.3601470287992686,26,-,1
3030,True,16,2,0,1.0,0,3,0.4,-2,-,1,0,0,0.55,0.4033195589934446,14,-,1
3031,True,16,4,27,1.0,27,54,0.4,10,-,1,0,0,0.575,0.3172801075810878,-7,-,1
3032,True,16,4,31,0.75,-17,35,0.5,3,-,1,1,1,0.7500000000000001,0.322490309931942,0,L-skew,3
3033,True,32,4,12,0.9,-39,31,0.05,4,-,1,0,1,0.5562500000000001,0.3926235166243249,28,-,1
3034,True,16,2,25,0.5,17,22,0.01,17,-,1,0,0,0.2375,0.311715682420161,-8,Symm,3
3035,True,16,3,-4,1.0,-4,-3,0.4,-8,L-skew,5,0,0,0.375,0.3415650255319866,7,L-skew,4
3036,True,15,5,-2,1.0,-2,48,0.01,0,-,1,0,0,0.9066666666666666,0.1980860803744048,-9,-,1
3037,True,17,5,32,0.6,-3,80,0.25,2,Symm,4,0,0,0.5176470588235293,0.3811746550428804,1,Symm,7
3038,True,16,4,14,1.0,14,36,0.75,-46,-,1,0,0,0.4375,0.3442382895611701,24,Symm,3
3039,True,16,3,31,0.05,-8,32,0.4,-27,R-skew,7,0,0,0.675,0.3087609647175843,-4,-,1
3040,True,17,2,21,0.95,-20,22,0.9,10,-,1,0,-1,0.7882352941176469,0.2781239672816253,-7,-,1
3041,True,17,5,2,1.0,2,32,0.6,-35,Symm,6,0,0,0.6,0.4,-10,L-skew,5
3042,True,15,2,26,1.0,26,19,0.05,18,Symm,2,0,0,0.16,0.2292846016884444,23,Symm,5
3043,True,17,2,46,0.1,6,38,0.2,-2,Symm,2,0,0,0.2235294117647059,0.3152963125472329,-9,-,1
3044,True,16,3,29,1.0,29,31,0.9,17,-,1,0,0,0.6749999999999999,0.2909753712372692,22,Symm,7
3045,True,16,4,6,1.0,6,16,0.25,2,R-skew,3,1,0,0.7875,0.3138470965295043,-3,-,1
3046,True,18,3,78,0.01,17,60,0.5,-37,L-skew,3,0,0,0.2888888888888889,0.4013050605636402,14,-,1
3047,True,15,2,11,0.9,-15,44,0.05,10,-,1,0,0,0.8133333333333332,0.324844285041017,5,L-skew,7
3048,False,15,1,8,0.4,1,21,0.6,-22,-,1,0,0,0.3066666666666666,0.3990464825532174,16,Symm,9
3048,True,16,5,8,0.4,1,21,0.6,-22,-,1,0,0,0.325,0.3714835124201342,2,-,1
3049,True,19,4,10,1.0,10,18,0.99,-10,Symm,4,0,0,0.7157894736842105,0.4232981060077018,14,R-skew,3
3050,False,15,1,18,1.0,18,63,0.6,-30,L-skew,5,0,0,0.6266666666666667,0.3990464825532174,-9,-,1
3051,True,16,5,17,1.0,17,36,0.5,6,-,1,0,0,0.6749999999999999,0.2516611478423583,9,L-skew,4
3052,True,18,2,-9,1.0,-9,47,0.05,-13,Symm,4,0,0,0.7,0.4014678948412129,-9,-,1
3053,True,17,2,54,0.05,-12,17,0.6,-45,Symm,6,0,0,0.6588235294117647,0.37924072752246,-7,-,1
3054,False,32,1,7,1.0,7,30,0.6,-46,Symm,4,0,0,0.5125,0.348035964029674,23,-,1
3054,True,15,2,7,1.0,7,30,0.6,-46,Symm,4,0,0,0.6533333333333334,0.4172472146045293,22,-,1
3055,False,16,1,25,0.95,-9,54,0.1,21,Symm,8,1,0,0.925,0.123827837473378,21,R-skew,2
3055,True,15,4,25,0.95,-9,54,0.1,21,Symm,8,1,0,0.88,0.2242447642325552,3,-,1
3056,True,16,2,4,1.0,4,66,0.05,1,-,1,0,0,0.375,0.2816617356570348,10,L-skew,6
3057,False,15,1,63,0.6,-42,44,0.6,-13,Symm,6,0,-1,0.5866666666666667,0.324844285041017,15,Symm,9
3057,True,15,2,63,0.6,-42,44,0.6,-13,Symm,6,0,-1,0.7200000000000001,0.3098386676965933,4,L-skew,2
3058,True,16,2,36,0.4,-31,-7,0.05,-9,L-skew,2,0,1,0.35,0.2683281572999748,-7,Symm,3
3059,False,15,1,31,0.5,-25,6,0.2,-7,-,1,0,0,0.2666666666666666,0.2225394561056747,17,-,1
3059,True,16,5,31,0.5,-25,6,0.2,-7,-,1,0,0,0.125,0.161245154965971,29,-,1
3060,True,18,4,26,1.0,26,96,0.2,6,L-skew,5,0,0,0.4666666666666667,0.3564531154716027,7,-,1
3061,True,19,2,16,1.0,16,21,0.99,-5,Symm,6,0,0,0.7368421052631579,0.3774336237683086,10,-,1
3062,True,18,2,28,1.0,28,39,0.6,6,Symm,6,0,0,0.5444444444444445,0.4328051079156859,10,-,1
3063,True,16,3,-8,1.0,-8,74,0.01,-2,L-skew,6,0,0,0.8124999999999999,0.3304037933599834,4,R-skew,2
3064,False,15,1,21,0.99,5,35,0.5,9,Symm,4,0,0,0.4533333333333334,0.3739111175259753,29,Symm,3
3064,True,15,4,21,0.99,5,35,0.5,9,Symm,4,0,0,0.4933333333333334,0.3453086955726647,12,-,1
3065,False,16,1,24,1.0,24,30,0.6,19,R-skew,4,0,0,0.55,0.3829708431025353,2,Symm,9
3065,True,17,3,24,1.0,24,30,0.6,19,R-skew,4,0,0,0.7058823529411765,0.3749509771878421,10,-,1
3066,False,15,1,-4,1.0,-4,88,0.01,-6,-,1,1,0,0.92,0.1473576795226014,15,R-skew,2
3067,True,16,2,3,1.0,3,0,0.9,-17,-,1,0,0,0.1125,0.2187083293643233,22,R-skew,2
3068,True,16,5,-1,1.0,-1,-6,0.1,-7,-,1,0,0,0.1375,0.2604483314082341,25,Symm,3
3069,False,16,1,42,0.75,-10,60,0.6,16,-,1,0,0,0.875,0.2720294101747089,18,R-skew,7
3069,True,16,4,42,0.75,-10,60,0.6,16,-,1,0,0,0.8375,0.2552776266472772,27,-,1
3070,False,16,1,62,0.01,4,21,0.5,-25,R-skew,4,0,0,0.275,0.3415650255319866,15,-,1
3071,False,16,1,11,0.95,-33,10,0.75,-2,Symm,6,0,0,0.625,0.4187282332651254,26,-,1
3071,True,15,5,11,0.95,-33,10,0.75,-2,Symm,6,0,0,0.5866666666666667,0.4240395309514477,16,-,1
3072,False,16,1,2,1.0,2,73,0.01,-9,-,1,0,0,0.125,0.2816617356570347,28,L-skew,5
3072,True,15,2,2,1.0,2,73,0.01,-9,-,1,0,0,0.16,0.202837021134844,-4,-,1
3073,False,16,1,-7,1.0,-7,23,0.2,-11,Symm,4,1,0,0.971875,0.0773923984208613,16,R-skew,5
3073,True,16,4,-7,1.0,-7,23,0.2,-11,Symm,4,1,0,0.85,0.2476556749467561,5,L-skew,4
3074,False,16,1,48,0.01,23,31,0.6,21,Symm,2,0,-1,0.7875000000000002,0.2680174123696692,13,-,1
3075,False,16,1,16,1.0,16,23,0.8,22,-,1,1,0,0.8500000000000001,0.2250925735484551,-6,-,1
3075,True,15,5,16,1.0,16,23,0.8,22,-,1,1,0,0.9466666666666668,0.2065591117977289,3,-,1
3076,False,15,1,66,0.4,-14,31,0.75,-15,-,1,1,1,0.3066666666666667,0.3195234546871921,-6,-,1
3076,True,16,5,66,0.4,-14,31,0.75,-15,-,1,1,1,0.3,0.3651483716701108,12,-,1
3077,False,15,1,56,0.25,3,10,0.95,-11,R-skew,3,0,0,0.2133333333333332,0.3814758308514571,28,L-skew,7
3078,False,16,1,2,1.0,2,7,0.95,-40,L-skew,2,0,0,0.5375,0.3913651321549567,-2,R-skew,7
3078,True,17,5,2,1.0,2,7,0.95,-40,L-skew,2,0,0,0.7764705882352941,0.3231280933405239,4,Symm,9
3079,False,16,1,1,1.0,1,0,0.5,-4,-,1,0,0,0.075,0.204939015319192,-10,-,1
3079,True,17,4,1,1.0,1,0,0.5,-4,-,1,0,0,0.0352941176470588,0.1057188279741848,25,-,1
3080,True,16,2,13,0.2,-1,17,0.8,-18,L-skew,5,0,0,0.6,0.3425395354310701,2,Symm,3
3081,True,16,3,54,0.2,8,39,0.75,-46,-,1,0,0,0.225,0.2294921930407801,-10,-,1
3082,True,16,2,-8,1.0,-8,16,0.4,-17,-,1,0,0,0.6124999999999999,0.2963668897386031,15,-,1
3083,True,16,2,15,1.0,15,68,0.4,-17,-,1,0,0,0.25,0.1861898672502524,7,L-skew,2
3084,True,16,4,9,0.99,-17,9,0.9,-38,-,1,0,-1,0.1125,0.2526525941551627,21,Symm,9
3085,True,16,3,19,1.0,19,25,0.4,-5,-,1,0,0,0.3125,0.2918332857414772,16,-,1
3086,False,15,1,24,1.0,24,24,0.1,18,-,1,0,0,0.1466666666666666,0.2972893411828826,-8,-,1
3086,True,16,3,24,1.0,24,24,0.1,18,-,1,0,0,0.1,0.2633122354417533,-1,Symm,9
3087,True,19,2,18,1.0,18,11,0.95,-4,Symm,2,0,0,0.0421052631578947,0.1426565007035517,22,-,1
3088,True,16,5,8,1.0,8,28,0.75,-36,-,1,0,0,0.6,0.3011090610836323,14,-,1
3089,True,19,3,9,0.99,2,24,0.1,5,Symm,2,0,0,0.4210526315789473,0.4157709670912863,30,Symm,3
3090,True,20,2,2,0.75,-14,-2,1.0,-2,Symm,4,0,0,0.09,0.1889026482776665,-10,L-skew,7
3091,False,16,1,14,1.0,14,58,0.5,-25,-,1,0,0,0.4125,0.3827531841800928,12,L-skew,7
3091,True,17,2,14,1.0,14,58,0.5,-25,-,1,0,0,0.5529411764705884,0.3907007279536723,19,Symm,9
3092,True,17,4,6,0.6,-26,24,0.25,-29,-,1,0,-1,0.3294117647058825,0.3869184440588755,27,Symm,3
3093,True,16,5,13,1.0,13,57,0.1,9,-,1,1,0,0.7125,0.3422961680572348,8,R-skew,6
3094,True,16,3,-2,1.0,-2,19,0.05,-10,Symm,4,0,0,0.2875,0.3180670788790734,21,Symm,9
3095,True,16,4,11,0.6,-17,20,0.2,8,-,1,0,0,0.875,0.2175622516277429,8,-,1
3096,True,16,4,26,0.9,3,26,0.25,18,-,1,0,1,0.4375,0.3283798613394758,21,-,1
3097,True,16,4,70,0.4,-48,45,0.05,0,-,1,0,-1,0.675,0.3087609647175843,6,-,1
3098,False,15,1,30,0.75,-22,17,1.0,17,-,1,0,0,0.52,0.4459340117743239,9,-,1
3098,True,16,5,30,0.75,-22,17,1.0,17,-,1,0,0,0.6375000000000002,0.3518996068956789,3,L-skew,7
3099,True,16,3,96,0.05,2,80,0.25,-22,-,1,0,0,0.125,0.1437590576856521,-10,Symm,9
3100,True,16,4,14,1.0,14,14,1.0,14,Symm,8,1,0,0.8124999999999999,0.2473189573539939,20,Symm,7
3101,False,16,1,96,0.01,27,38,0.75,33,-,1,0,0,0.7125,0.3997916123849191,3,Symm,7
3102,False,16,1,5,1.0,5,8,0.05,6,-,1,0,0,0.85,0.2581988897471611,20,R-skew,8
3102,True,15,3,5,1.0,5,8,0.05,6,-,1,0,0,0.96,0.0828078671210824,24,R-skew,7
3103,True,18,4,-5,1.0,-5,33,0.1,-13,-,1,0,0,0.4888888888888889,0.3894020890135344,4,-,1
3104,True,16,2,3,1.0,3,25,0.5,-29,-,1,1,0,0.45,0.322490309931942,13,-,1
3105,True,17,3,80,0.05,4,25,0.01,4,R-skew,7,0,0,0.5176470588235295,0.4530939390976874,-5,R-skew,2
3106,False,17,1,65,0.25,-19,16,0.5,-2,Symm,8,0,0,0.6470588235294118,0.3776864557056943,2,-,1
3106,True,16,5,65,0.25,-19,16,0.5,-2,Symm,8,0,0,0.7375,0.3480900266693469,4,-,1
3107,True,18,5,55,0.6,-33,50,0.4,-7,R-skew,3,0,-1,0.5444444444444445,0.3929110395080803,30,R-skew,7
3108,False,17,1,22,1.0,22,60,0.5,8,-,1,0,0,0.7279411764705882,0.3174461510611357,-2,L-skew,6
3108,True,16,4,22,1.0,22,60,0.5,8,-,1,0,0,0.7375000000000002,0.3159641329855864,22,Symm,3
3109,True,18,5,11,0.6,-16,91,0.25,-33,-,1,0,1,0.4444444444444444,0.3973770208907733,13,-,1
3110,True,16,4,28,1.0,28,31,0.05,29,-,1,0,0,0.8250000000000001,0.2999999999999999,-9,-,1
3111,True,17,5,5,0.1,-8,2,0.4,-18,Symm,6,0,0,0.5411764705882353,0.392203428607865,28,-,1
3112,True,18,5,29,0.05,17,50,0.05,19,Symm,6,0,0,0.8888888888888888,0.2398256447281671,13,-,1
3113,True,16,3,7,1.0,7,7,1.0,7,Symm,2,1,0,0.6125,0.3827531841800928,14,-,1
3114,False,17,1,21,1.0,21,22,0.75,-1,R-skew,3,1,0,0.3294117647058823,0.3235828832817662,29,-,1
3115,True,17,4,60,0.05,7,55,0.25,-3,R-skew,4,0,0,0.2588235294117647,0.3589199484728659,1,L-skew,5
3116,True,17,5,1,1.0,1,5,0.25,-5,-,1,1,0,0.2,0.3464101615137755,11,-,1
3117,False,16,1,23,1.0,23,56,0.6,-33,-,1,0,0,0.3625,0.4272001872658765,-1,L-skew,6
3117,True,16,5,23,1.0,23,56,0.6,-33,-,1,0,0,0.3375,0.3324154027718932,23,-,1
3118,False,16,1,47,0.05,18,64,0.01,18,-,1,0,0,0.2875,0.3721558813185679,30,Symm,5
3118,True,15,3,47,0.05,18,64,0.01,18,-,1,0,0,0.3866666666666666,0.4172472146045293,19,Symm,7
3119,False,16,1,22,1.0,22,28,0.75,-2,R-skew,6,0,0,0.6,0.4258325179379017,7,Symm,7
3120,False,17,1,22,1.0,22,75,0.25,14,-,1,1,0,0.7999999999999999,0.2549509756796393,11,L-skew,6
3120,True,16,5,22,1.0,22,75,0.25,14,-,1,1,0,0.7374999999999999,0.3159641329855864,6,-,1
3121,True,16,5,-8,0.8,-8,23,0.4,-30,-,1,0,0,0.5625,0.3283798613394758,-9,Symm,3
3122,True,17,3,18,1.0,18,30,0.1,13,Symm,4,0,0,0.5176470588235295,0.4585783658733356,27,Symm,5
3123,False,17,1,27,1.0,27,33,0.95,32,Symm,6,1,0,0.8823529411764706,0.2455486054675505,-2,-,1
3123,True,15,2,27,1.0,27,33,0.95,32,Symm,6,1,0,0.9733333333333332,0.1032795558988644,22,Symm,5
3124,False,17,1,36,0.6,16,33,0.05,20,Symm,2,0,0,0.5176470588235295,0.4065637928382935,11,R-skew,6
3125,True,16,5,22,0.75,2,70,0.5,-43,-,1,1,0,0.3875,0.3612478373637689,12,-,1
3126,True,16,2,50,0.6,-13,62,0.6,-32,Symm,6,0,0,0.4125,0.3964425136973413,21,L-skew,7
3127,True,16,2,-5,1.0,-5,-11,0.1,-16,Symm,4,0,0,0.1,0.2190890230020664,4,Symm,5
3128,True,16,4,-4,1.0,-4,-2,0.95,-10,R-skew,5,0,0,0.6,0.4442221666388715,-9,-,1
3129,True,19,4,29,0.4,-29,78,0.01,-4,-,1,1,-1,0.6736842105263158,0.3664273541207769,13,-,1
3130,False,17,1,29,0.75,18,26,1.0,26,-,1,0,0,0.4823529411764706,0.4126670784628437,11,-,1
3130,True,16,5,29,0.75,18,26,1.0,26,-,1,0,0,0.4625000000000001,0.3774917217635375,20,-,1
3131,True,16,3,25,1.0,25,24,0.95,-18,-,1,0,0,0.1,0.2422120283277993,12,-,1
3132,False,16,1,27,1.0,27,30,0.4,12,-,1,0,0,0.1875,0.2963668897386031,30,Symm,7
3132,True,16,4,27,1.0,27,30,0.4,12,-,1,0,0,0.2375,0.3117156824201609,28,-,1
3133,True,17,4,53,0.1,-5,2,0.05,-1,-,1,0,-1,0.4352941176470588,0.355213274791688,6,L-skew,2
3134,False,16,1,38,0.6,-37,21,0.2,8,-,1,1,0,0.8500000000000001,0.2476556749467561,27,-,1
3135,True,32,3,25,1.0,25,59,0.2,13,Symm,2,0,0,0.5125,0.3730865159545394,-2,Symm,5
3136,False,16,1,62,0.4,-30,17,0.75,-3,R-skew,4,0,0,0.7000000000000001,0.3577708763999663,12,R-skew,8
3136,True,16,2,62,0.4,-30,17,0.75,-3,R-skew,4,0,0,0.6749999999999999,0.3568379650952703,-1,Symm,9
3137,True,18,2,24,1.0,24,31,0.4,26,Symm,4,0,0,0.7555555555555555,0.3914110555146405,13,R-skew,7
3138,False,16,1,78,0.1,8,51,0.4,-13,R-skew,5,0,0,0.3875,0.389657969677682,6,Symm,5
3138,True,16,4,78,0.1,8,51,0.4,-13,R-skew,5,0,0,0.175,0.2516611478423583,7,-,1
3139,True,17,5,15,0.75,7,17,0.5,16,Symm,8,0,0,0.8470588235294118,0.2786522184076943,13,Symm,3
3140,True,16,4,2,1.0,2,1,0.75,-4,Symm,8,0,0,0.3625,0.4333974311568232,8,-,1
3141,True,16,3,21,1.0,21,45,0.6,1,Symm,8,1,0,0.6249999999999998,0.3255764119219941,12,-,1
3142,True,17,5,3,0.5,-1,4,0.25,4,L-skew,4,0,0,0.9058823529411766,0.1748949264390412,25,-,1
3143,False,16,1,4,1.0,4,54,0.05,1,-,1,1,0,0.775,0.3785938897200183,26,-,1
3143,True,16,4,4,1.0,4,54,0.05,1,-,1,1,0,0.7750000000000001,0.3087609647175843,0,-,1
3144,True,16,2,29,1.0,29,39,0.4,26,Symm,6,0,0,0.521875,0.4102717595285673,13,R-skew,4
3145,True,16,2,2,1.0,2,54,0.01,-2,L-skew,6,1,0,0.5499999999999999,0.3829708431025353,23,-,1
3146,True,16,5,3,1.0,3,23,0.1,9,-,1,0,0,0.9000000000000001,0.1788854381999831,29,-,1
3147,True,18,4,27,1.0,27,31,0.5,22,-,1,1,0,0.5777777777777778,0.4332579119885217,7,-,1
3148,False,16,1,14,1.0,14,19,0.2,11,-,1,0,0,0.7250000000000001,0.3568379650952703,-5,-,1
3148,True,32,5,14,1.0,14,19,0.2,11,-,1,0,0,0.49375,0.3732485982947991,18,-,1
3149,True,18,5,24,0.1,1,15,0.6,-17,-,1,0,0,0.2666666666666667,0.3940737464575112,30,-,1
3150,True,19,5,29,0.75,12,30,0.9,19,Symm,2,0,-1,0.6526315789473685,0.4046513191112561,-10,-,1
3151,True,20,2,30,0.4,-20,46,0.1,3,Symm,8,0,0,0.9,0.1777046633277277,7,Symm,7
3152,True,16,4,22,0.1,2,5,0.99,-17,-,1,0,1,0.2125,0.2777888886666755,0,-,1
3153,True,16,4,-5,1.0,-5,-11,0.95,-42,-,1,0,0,0.15,0.2129162589689508,16,Symm,5
3154,True,16,2,12,1.0,12,13,0.6,7,R-skew,2,0,0,0.5375,0.4177319714841085,15,-,1
3155,True,16,4,0,1.0,0,0,1.0,0,L-skew,4,0,0,0.7875000000000001,0.3138470965295043,25,-,1
3156,True,16,3,98,0.25,-45,-9,1.0,-9,-,1,0,0,0.5625,0.4272001872658765,-1,L-skew,3
3157,False,15,1,10,1.0,10,50,0.2,-2,Symm,6,0,0,0.48,0.4459340117743239,20,-,1
3157,True,16,4,10,1.0,10,50,0.2,-2,Symm,6,0,0,0.4,0.3346640106136301,16,-,1
3158,True,16,3,36,0.75,1,73,0.2,15,-,1,0,0,0.35,0.3141125063837265,21,Symm,9
3159,False,15,1,11,0.5,-31,55,0.1,-10,Symm,6,1,0,0.7466666666666666,0.3335237551331168,15,-,1
3159,True,16,3,11,0.5,-31,55,0.1,-10,Symm,6,1,0,0.7125,0.3263433774416144,-1,-,1
3160,False,15,1,23,1.0,23,42,0.6,-15,-,1,0,0,0.2266666666666666,0.198086080374405,5,Symm,7
3160,True,16,3,23,1.0,23,42,0.6,-15,-,1,0,0,0.3,0.3265986323710904,5,-,1
3161,True,18,2,10,0.1,3,15,0.75,-9,L-skew,4,0,0,0.7111111111111112,0.3305768378934525,-7,Symm,7
3162,True,16,2,7,1.0,7,99,0.01,7,-,1,0,0,0.875,0.204939015319192,-4,-,1
3163,True,17,4,21,1.0,21,96,0.25,1,Symm,8,1,0,0.5176470588235293,0.4065637928382935,-3,R-skew,8
3164,True,16,2,26,1.0,26,73,0.5,-16,Symm,6,0,0,0.4,0.3502380143083653,15,R-skew,4
3165,False,15,1,30,1.0,30,31,0.95,13,-,1,0,0,0.3733333333333333,0.3918211448145818,5,R-skew,8
3165,True,15,2,30,1.0,30,31,0.95,13,-,1,0,0,0.3200000000000001,0.4126568965687042,-5,-,1
3166,False,16,1,-5,1.0,-5,-10,0.75,-21,R-skew,2,0,0,0.1125,0.2187083293643233,12,-,1
3167,True,16,5,9,0.99,3,7,0.8,-3,-,1,0,0,0.2125,0.3461695153148719,23,L-skew,7
3168,False,16,1,21,1.0,21,65,0.25,1,-,1,0,0,0.375,0.3714835124201341,8,-,1
3168,True,15,2,21,1.0,21,65,0.25,1,-,1,0,0,0.4133333333333333,0.4373077809027587,26,Symm,9
3169,True,16,5,16,1.0,16,41,0.75,-35,Symm,4,0,0,0.55,0.3759432581299116,-9,Symm,7
3170,True,17,3,61,0.5,-15,24,0.8,-12,-,1,0,0,0.5882352941176471,0.3425681555201396,0,L-skew,7
3171,False,17,1,20,0.2,11,9,0.99,7,R-skew,5,0,0,0.2470588235294117,0.2695311833972637,11,-,1
3171,True,15,5,20,0.2,11,9,0.99,7,R-skew,5,0,0,0.2666666666666666,0.3677473252630061,7,-,1
3172,True,19,4,16,0.8,-34,67,0.2,-25,L-skew,6,0,0,0.3263157894736841,0.4120977570959453,10,-,1
3173,True,16,4,-5,1.0,-5,28,0.2,-9,Symm,4,1,0,0.7500000000000001,0.3614784456460256,15,-,1
3174,True,16,4,30,1.0,30,47,0.75,-21,Symm,2,0,0,0.4375000000000001,0.3442382895611701,-1,-,1
3175,True,17,4,33,0.2,0,40,0.05,13,L-skew,6,0,0,0.9411764705882352,0.1543487266282579,9,-,1
3176,False,17,1,10,1.0,10,101,0.05,9,-,1,0,0,0.776470588235294,0.3231280933405239,-3,-,1
3176,True,15,5,10,1.0,10,101,0.05,9,-,1,0,0,0.8533333333333334,0.2972893411828826,-2,-,1
3177,True,17,4,-5,1.0,-5,63,0.05,-11,-,1,0,0,0.5176470588235295,0.3876778529230923,26,Symm,7
3178,True,16,5,-4,0.9,-10,-2,0.8,-19,Symm,8,0,0,0.6875000000000001,0.3180670788790734,4,-,1
3179,True,16,2,17,1.0,17,29,0.01,16,Symm,6,1,0,0.7499999999999999,0.2129162589689509,14,-,1
3180,True,16,4,29,0.5,-41,29,0.25,-25,-,1,1,1,0.65,0.2966479394838265,-6,-,1
3181,True,32,3,17,1.0,17,25,0.8,-18,Symm,2,0,0,0.4500000000000001,0.3556003556005334,19,-,1
3182,True,32,3,52,0.5,-38,22,0.01,-1,Symm,4,0,-1,0.475,0.3398291790999442,24,-,1
3183,True,16,3,-2,1.0,-2,9,0.25,-7,-,1,1,0,0.4749999999999999,0.2909753712372692,-2,-,1
3184,True,16,3,25,0.8,1,39,0.5,15,-,1,0,0,0.6750000000000002,0.3492849839314596,28,-,1
3185,True,16,3,92,0.01,9,60,0.2,5,Symm,4,1,0,0.6000000000000001,0.39327683210007,23,L-skew,7
3186,True,18,5,37,0.2,2,13,0.25,5,-,1,0,0,0.4666666666666666,0.3757345746510897,6,Symm,5
3187,True,16,3,16,1.0,16,44,0.75,-33,Symm,4,0,0,0.5375,0.3774917217635375,19,R-skew,3
3188,False,17,1,9,0.1,-7,21,0.25,-19,-,1,0,0,0.5490196078431373,0.3452289190319197,-6,-,1
3188,True,16,2,9,0.1,-7,21,0.25,-19,-,1,0,0,0.5750000000000001,0.3087609647175843,24,Symm,3
3189,True,16,4,30,0.5,-30,45,0.2,-2,-,1,1,0,0.6500000000000001,0.3540244812627134,5,-,1
3190,False,18,1,24,0.5,-30,-3,0.9,-21,Symm,2,0,0,0.3,0.3235828832817663,16,-,1
3190,True,16,5,24,0.5,-30,-3,0.9,-21,Symm,2,0,0,0.275,0.3,7,R-skew,5
3191,True,16,2,14,1.0,14,52,0.5,-34,Symm,8,0,0,0.5875,0.3964425136973413,20,-,1
3192,True,16,2,21,1.0,21,22,0.95,12,-,1,1,0,0.3875,0.3827531841800928,21,R-skew,3
3193,False,17,1,9,0.99,8,37,0.01,20,Symm,4,0,0,0.9176470588235296,0.1740520544178057,17,-,1
